OBJECTID,Join_Count,TARGET_FID,Property_I,Funding_So,Additional,Property,Address,City,Owner_Org_,Management,County,Zip,Total_Unit,S8_Asst_Un,Program_Ty,Overall_Ex,Financing,Loan_Mat_,Owner_Type,T2T6,S8_Risk_Le,Combined_R,TCAC_Risk_,TCAC_Years,expiration,TCAC_Appli,TCAC_,TCAC_Total,TCAC_Housi,TCAC_Const,TCAC_App_1,TCAC_Year_,TCAC_PIS_D,NEW_TCAC_A,USDA_W__Re,USDA_W__Se,USDA_Opera,USDA_Date_,USDA_W__Ta,Total_USDA,Mortgage_r,Original_C,Total_Affo,Property_S,Expiring_w,Original_1,TCAC_Risk1,Org_type,Latitude,Longitude,GEOID10
598,1,598,1598.000000000000000,TCAC,TCAC,The Gardens,120 Santa Alicia Ave,Rohnert Park,Burbank Housing Development Corp.,Burbank Housing Management,Sonoma,94928,20.000000000000000,0.000000000000000, ,, ,, , , ,2-Low,2-Low,13.0,3/22/2026,CA-1994-031,CA-1994-031,19,Large Family,New Construction,Placed In Service,03/29/2011,03/29/1996, , , , , , , , ,0,19.000000000000000,1.000000000000000,0.000000000000000, ,2,Large/Medium Nonprofit,38.341990000000003,-122.708270000000000,06097151305
599,1,599,1599.000000000000000,TCAC,TCAC,Monte Vista,1421 Range Avenue,Santa Rosa,BHDC,Burbank Housing Management,Sonoma,95401,107.000000000000000,0.000000000000000, ,, ,,Nonprofit, , ,1-Very Low,1-Very Low,49.0,6/4/2062,CA-2005-865,CA-2005-865,105,Large Family,New Construction,Placed In Service,06/18/2022,06/18/2007, , , , , , , , ,0,105.000000000000000,3.000000000000000,0.000000000000000, ,1,Large/Medium Nonprofit,38.451400999999997,-122.731223000000000,06097153001
600,1,600,1600.000000000000000,TCAC,TCAC,Olive Grove,1945 Zinfandel Avenue,Santa Rosa,Burbank Housing Development Corp.,Burbank Housing Management,Sonoma,954030000,128.000000000000000,0.000000000000000, ,, ,,Nonprofit, , ,1-Very Low,1-Very Low,48.0,10/3/2061,CA-2004-871,CA-2004-871,126,Large Family,New Construction,Placed In Service,10/17/2021,10/17/2006, , , , , , , , ,0,126.000000000000000,3.000000000000000,0.000000000000000, ,1,Large/Medium Nonprofit,38.450477999999997,-122.752446000000010,06097153006
601,1,601,1601.000000000000000,TCAC,TCAC,Carrillo Place,200 Cranbrook Way,Santa Rosa,BHDC,Burbank Housing Management,Sonoma,95407,68.000000000000000,0.000000000000000, ,, ,,Nonprofit, , ,1-Very Low,1-Very Low,45.0,10/13/2058,CA-2002-838,CA-2002-838,67,Large Family,New Construction,Placed In Service,10/27/2018,10/27/2003, , , , , , , , ,0,67.000000000000000,2.000000000000000,0.000000000000000, ,1,Large/Medium Nonprofit,38.398477999999997,-122.719536000000010,06097153200
602,1,602,1602.000000000000000,TCAC,TCAC,Cypress Ridge,2239 Meda Ave.,Santa Rosa,BHDC,Burbank Housing Management,Sonoma,95404,122.000000000000000,0.000000000000000, ,, ,,Nonprofit, , ,1-Very Low,1-Very Low,46.0,11/25/2059,CA-2002-175,CA-2002-175,120,Sp. Needs/Lg. Family,New Construction,Placed In Service,12/08/2019,12/08/2004, , , , , , , , ,0,120.000000000000000,3.000000000000000,0.000000000000000, ,1,Large/Medium Nonprofit,38.419898000000003,-122.697581000000000,06097151401
603,1,603,1603.000000000000000,TCAC,TCAC,Colgan Meadows,2701 Creek Park Lane,Santa Rosa,Burbank Housing Development Corp.,Burbank Housing Management,Sonoma,95407,84.000000000000000,0.000000000000000, ,, ,,Nonprofit, , ,1-Very Low,1-Very Low,50.0,9/26/2063,CA-2007-819,CA-2007-819,83,Large Family,New Construction,Placed In Service,10/09/2023,10/09/2008, , , , , , , , ,0,83.000000000000000,2.000000000000000,0.000000000000000, ,1,Large/Medium Nonprofit,38.403714999999998,-122.726862999999990,06097153200
604,1,604,1604.000000000000000,TCAC,TCAC,Amorosa Village I,2740 Dutton Meadow,Santa Rosa,Burbank Housing Dev,Burbank Housing Management,Sonoma,95407,97.000000000000000,0.000000000000000, ,, ,, , , ,1-Very Low,1-Very Low,55.0,12/17/2068,CA-2009-527, ,63,Large Family,New Construction,Preliminary Reservation, ,12/31/2013, , , , , , , , ,0,63.000000000000000,2.000000000000000,0.000000000000000, ,1,Large/Medium Nonprofit,38.410899000000001,-122.729313000000000,06097153200
605,1,605,1605.000000000000000,TCAC,TCAC,Timothy Commons,419 Timothy Road,Santa Rosa,Burbank Housing Development Corp.,Burbank Housing Management,Sonoma,95407,32.000000000000000,0.000000000000000, ,, ,,Nonprofit, , ,1-Very Low,1-Very Low,47.0,7/21/2060,CA-2004-870,CA-2004-870,31,Large Family,New Construction,Placed In Service,08/04/2020,08/04/2005, , , , , , , , ,0,31.000000000000000,1.000000000000000,0.000000000000000, ,1,Large/Medium Nonprofit,38.428877999999997,-122.722243000000010,06097153104
606,1,606,1606.000000000000000,TCAC,TCAC,Larkfield Oaks,524 Airport Blvd.,Santa Rosa,BHDC,Burbank Housing Management,Sonoma,95403,56.000000000000000,0.000000000000000, ,, ,,Nonprofit, , ,1-Very Low,1-Very Low,48.0,9/27/2061,CA-2005-840,CA-2005-840,55,Large Family,New Construction,Placed In Service,10/11/2021,10/11/2006, , , , , , , , ,0,55.000000000000000,2.000000000000000,0.000000000000000, ,1,Large/Medium Nonprofit,38.511152000000003,-122.770825000000000,06097152702
607,1,607,1607.000000000000000,TCAC,TCAC,Grosman Apartments,1289 Martha Way,Santa Rosa,"Martha Way, Inc., Grosman Apts. Inc.",Burbank Housing Management,Sonoma,95405,13.000000000000000,0.000000000000000, ,, ,, , , ,2-Low,2-Low,10.0,11/22/2023,CA-1992-033,CA-1992-033,13,Special Needs,New Construction,Extended,11/29/2008,11/29/1993, , , , , , , , ,0,13.000000000000000,1.000000000000000,0.000000000000000, ,2,Large/Medium Nonprofit,38.439244000000002,-122.677856000000010,06097151700
608,1,608,1608.000000000000000,TCAC,TCAC,Lavell Village,165 Lavell Village Circle,Santa Rosa,Burbank Housing Development Corp.,Burbank Housing Management,Sonoma,95403,49.000000000000000,0.000000000000000, ,, ,, , , ,2-Low,2-Low,10.0,12/17/2023,CA-1993-181,CA-1993-181,49,Large Family,New Construction,Extended,12/24/2008,12/24/1993, , , , , , , , ,0,49.000000000000000,1.000000000000000,0.000000000000000, ,2,Large/Medium Nonprofit,38.497148000000003,-122.752781000000000,06097152702
609,1,609,1609.000000000000000,TCAC,TCAC,Gray's Meadow,2324 Meadow Way,Santa Rosa,Burbank Housing Development Corp.,Burbank Housing Management,Sonoma,95404,52.000000000000000,0.000000000000000, ,, ,, , , ,2-Low,2-Low,11.0,4/7/2024,CA-1992-034,CA-1992-034,51,Large Family,New Construction,Extended,04/15/2009,04/15/1994, , , , , , , , ,0,51.000000000000000,2.000000000000000,0.000000000000000, ,2,Large/Medium Nonprofit,38.416049999999998,-122.708006000000000,06097151402
610,1,610,1610.000000000000000,TCAC,TCAC,West Oaks Apartments,2578 West Oak Circle,Santa Rosa, ,Burbank Housing Management,Sonoma,954010000,52.000000000000000,0.000000000000000, ,, ,, , , ,2-Low,2-Low,16.0,9/26/2029,CA-1999-933,CA-1999-933,52,Large Family,New Construction,Placed In Service,10/04/2014,10/04/1999, , , , , , , , ,0,52.000000000000000,2.000000000000000,0.000000000000000, ,2,Large/Medium Nonprofit,38.451669000000003,-122.772060999999990,06097153005
611,1,611,1611.000000000000000,TCAC,TCAC,Jay's Place,2805 Park Meadow Drive,Santa Rosa, ,Burbank Housing Management,Sonoma,954070000,41.000000000000000,0.000000000000000, ,, ,,Nonprofit, , ,2-Low,2-Low,19.0,3/6/2032,CA-2000-170,CA-2000-170,32,Large Family,New Construction,Placed In Service,03/14/2017,03/14/2002, , , , , , , , ,0,32.000000000000000,1.000000000000000,0.000000000000000, ,2,Large/Medium Nonprofit,38.412165999999999,-122.742042000000000,06097153300
612,1,612,1612.000000000000000,TCAC,TCAC,Paulin Creek Apartments,2808 Apple Valley Lane,Santa Rosa, ,Burbank Housing Management,Sonoma,95403,48.000000000000000,0.000000000000000, ,, ,,Nonprofit, , ,2-Low,2-Low,17.0,6/24/2030,CA-2000-849,CA-2000-849,44,Non Targeted,Acquisition/Rehab,Placed In Service,07/01/2015,07/01/2000, , , , , , , , ,0,44.000000000000000,1.000000000000000,0.000000000000000, ,2,Large/Medium Nonprofit,38.460219000000002,-122.742954000000000,06097152903
613,1,613,1613.000000000000000,TCAC,TCAC,Papago Court / Apple Valley Apartments,2820 Papago Court,Santa Rosa,Burbank Housing Development Corp.,Burbank Housing Management,Sonoma,95403,48.000000000000000,0.000000000000000, ,, ,, , , ,2-Low,2-Low,15.0,6/23/2028,CA-1999-886,CA-1999-886,47,Non Targeted,Rehabilitation,Placed In Service,07/01/2013,07/01/1998, , , , , , , , ,0,47.000000000000000,1.000000000000000,0.000000000000000, ,2,Large/Medium Nonprofit,38.460925000000003,-122.744037000000010,06097152903
614,1,614,1614.000000000000000,TCAC,TCAC,Sea Ranch Apartments,358 Haversack,Sea Ranch,Burbank Housing Development Corp.,Burbank Housing Management,Sonoma,95497,31.000000000000000,0.000000000000000, ,, ,, , , ,2-Low,2-Low,10.0,8/23/2023,CA-1993-138,CA-1993-138,31,Large Family,New Construction,Extended,08/30/2008,08/30/1993, , , , , , , , ,0,31.000000000000000,1.000000000000000,0.000000000000000, ,2,Large/Medium Nonprofit,38.758372999999999,-123.511737000000000,06097154303
615,1,615,1615.000000000000000,TCAC,TCAC,Bodega Hills Apartments,121 West Hills Circle,Sebastopol,Burbank Housing Development Corp.,Burbank Housing Management,Sonoma,95472,24.000000000000000,0.000000000000000, ,, ,, , , ,2-Low,2-Low,14.0,12/29/2027,CA-1996-044,CA-1996-044,23,Large Family,New Construction,Placed In Service,01/05/2013,01/05/1998, , , , , , , , ,0,23.000000000000000,1.000000000000000,0.000000000000000, ,2,Large/Medium Nonprofit,38.397402999999997,-122.840701000000000,06097153404
616,1,616,1616.000000000000000,TCAC,TCAC,Springs Village,200 Fuente Lane,Sonoma,Burbank Housing Development Corp.,Burbank Housing Management,Sonoma,95476,80.000000000000000,0.000000000000000, ,, ,,Nonprofit, , ,1-Very Low,1-Very Low,47.0,9/16/2060,CA-2004-836,CA-2004-836,79,Large Family,New Construction,Placed In Service,09/30/2020,09/30/2005, , , , , , , , ,0,79.000000000000000,2.000000000000000,0.000000000000000, ,1,Large/Medium Nonprofit,38.291879999999999,-122.457255000000000,06097150204
617,1,617,1617.000000000000000,TCAC,TCAC,Firehouse Village,548 Second Street West,Sonoma, ,Burbank Housing Management,Sonoma,95476,30.000000000000000,0.000000000000000, ,, ,, , , ,2-Low,2-Low,18.0,12/14/2031,CA-1999-133,CA-1999-133,23,Large Family,New Construction,Placed In Service,12/21/2016,12/21/2001, , , , , , , , ,0,23.000000000000000,1.000000000000000,0.000000000000000, ,2,Large/Medium Nonprofit,38.291260000000001,-122.461374000000010,06097150204
618,1,618,1618.000000000000000,TCAC,TCAC,Windsor Redwoods,6065 Old Redwood Highway,Windsor,Burbank Housing Dev Corp,Burbank Housing Management,Sonoma,95492,65.000000000000000,0.000000000000000, ,, ,, , , ,1-Very Low,1-Very Low,55.0,12/17/2068,CA-2009-585, ,64,Large Family,New Construction,Preliminary Reservation, ,12/31/2013, , , , , , , , ,0,64.000000000000000,2.000000000000000,0.000000000000000, ,1,Large/Medium Nonprofit,38.527617999999997,-122.780587000000000,06097153809
619,1,619,1619.000000000000000,TCAC,TCAC,Winter Creek Village (aka Windsor Road Apt),9177 Windsor Road,Windsor,BHDC,Burbank Housing Management,Sonoma,95492,41.000000000000000,0.000000000000000, ,, ,,Nonprofit, , ,1-Very Low,1-Very Low,45.0,11/6/2058,CA-2002-830,CA-2002-830,40,Large Family,New Construction,Placed In Service,11/20/2018,11/20/2003, , , , , , , , ,0,40.000000000000000,1.000000000000000,0.000000000000000, ,1,Large/Medium Nonprofit,38.550055999999998,-122.816795000000000,06097153808
620,1,620,1620.000000000000000,TCAC,TCAC,Forest Winds,6697 Old Redwood Highway,Windsor,"Forest Winds, Inc.",Burbank Housing Management,Sonoma,95492,48.000000000000000,0.000000000000000, ,, ,, , , ,2-Low,2-Low,11.0,1/6/2024,CA-1992-035,CA-1992-035,48,Large Family,New Construction,Extended,01/13/2009,01/13/1994, , , , , , , , ,0,48.000000000000000,1.000000000000000,0.000000000000000, ,2,Large/Medium Nonprofit,38.540785000000000,-122.795347000000010,06097153809
621,1,621,1621.000000000000000,TCAC,TCAC,Rowan Court,2051 W. Steele Lane,Santa Rosa,Burbank Housing Development,Burbank Housing Management Company,Sonoma,95403,62.000000000000000,0.000000000000000, ,, ,, , , ,1-Very Low,1-Very Low,51.0,8/13/2064,CA-2008-820,CA-2008-820,61, ,New Construction,Preliminary Reservation,08/27/2024,08/27/2009, , , , , , , , ,0,61.000000000000000,2.000000000000000,0.000000000000000, ,1,Large/Medium Nonprofit,38.459978999999997,-122.739683000000000,06097152802
622,1,622,1622.000000000000000,TCAC,TCAC,Fife Creek Commons,14119 Mill Street,Guerneville,Burbank Housing Development Corp,Burbank Housing Management Corp,Sonoma,95446,48.000000000000000,0.000000000000000, ,, ,, , , ,1-Very Low,1-Very Low,55.0,12/17/2068,CA-2010-107,CA-2010-107,47,Special Needs,New Construction,Preliminary Reservation, ,12/31/2013, , , , , , , , ,0,47.000000000000000,1.000000000000000,0.000000000000000, ,1,Large/Medium Nonprofit,38.503326000000001,-123.000308000000000,06097153704
623,1,623,1623.000000000000000,TCAC,TCAC,Logan Place,"1200 Petaluma Blvd., N.",Petaluma,Burbank Housing Development,Burbank Housing Management Corp.,Sonoma,94952,66.000000000000000,0.000000000000000, ,, ,, , , ,1-Very Low,1-Very Low,55.0,12/17/2068,CA-2011-926,CA-2011-926,65,Large Family,New Construction,Preliminary Reservation, ,12/31/2013, , , , , , , , ,0,65.000000000000000,2.000000000000000,0.000000000000000, ,1,Large/Medium Nonprofit,38.247838000000002,-122.645574999999990,06097150902
624,1,624,1624.000000000000000,TCAC,TCAC,Harbor View Village,1000 Highway 1,Bodega Bay, ,Burbank Housing Management Corporation,Sonoma,94923,14.000000000000000,0.000000000000000, ,, ,, , , ,2-Low,2-Low,30.0,12/24/2043,CA-1999-928,CA-1999-928,14,Large Family,New Construction,Preliminary Reservation, ,12/31/2013, , , , , , , , ,0,14.000000000000000,1.000000000000000,0.000000000000000, ,2,Large/Medium Nonprofit,38.330443000000002,-123.046381999999990,06097154302
625,1,625,1625.000000000000000,TCAC,TCAC,Palisades Apartments,40 Brannan St.,Calistoga,CAH & BHDC,Burbank Housing Management Corporation,Napa,94515,24.000000000000000,0.000000000000000, ,, ,, , , ,1-Very Low,1-Very Low,51.0,2/28/2064,CA-2008-813,CA-2008-813,23, ,New Construction,Placed In Service,03/13/2024,03/13/2009, , , , , , , , ,0,23.000000000000000,1.000000000000000,0.000000000000000, ,1,Large/Medium Nonprofit,38.584316999999999,-122.574074000000000,06055202000
626,1,626,1626.000000000000000,TCAC,TCAC,Vida Nueva,705 Rohnert Park Expressway West,Rohnert Park,Burbank Housing Development Corp,Burbank Housing Management Corporation,Sonoma,94928,24.000000000000000,0.000000000000000, ,, ,,Nonprofit, , ,1-Very Low,1-Very Low,50.0,11/12/2063,CA-2007-820,CA-2007-820,23,Large Family,New Construction,Placed In Service,11/25/2023,11/25/2008, , , , , , , , ,0,23.000000000000000,1.000000000000000,0.000000000000000, ,1,Large/Medium Nonprofit,38.349420000000002,-122.729202000000000,06097151201
627,1,627,1627.000000000000000,TCAC,TCAC,Tower Apartments,781 E. Cotati Avenue,Rohnert Park,Burbank Housing Development Corporation,Burbank Housing Management Corporation,Sonoma,94928,50.000000000000000,0.000000000000000, ,, ,, , , ,1-Very Low,1-Very Low,55.0,12/17/2068,CA-2012-221,CA-2012-221,49,Large Family,Rehabilitation,Preliminary Reservation, ,12/31/2013, , , , , , , , ,0,49.000000000000000,1.000000000000000,0.000000000000000, ,1,Large/Medium Nonprofit,38.330317999999998,-122.695429000000000,06097151301
628,1,628,1628.000000000000000,TCAC,TCAC,Amorosa Village II,2742 Dutton Meadows,Santa Rosa,Burbank Housing Development,Burbank Housing Management Corporation,Sonoma,95407,53.000000000000000,0.000000000000000, ,, ,, , , ,1-Very Low,1-Very Low,55.0,12/17/2068,CA-2009-012,CA-2009-012,52,Large Family,New Construction,Preliminary Reservation, ,12/31/2013, , , , , , , , ,0,52.000000000000000,2.000000000000000,0.000000000000000, ,1,Large/Medium Nonprofit,38.410857999999998,-122.729314000000000,06097153200
629,1,629,1629.000000000000000,TCAC,TCAC,Hendley Circle Apartments,1415 Hendley Circle,Santa Rosa,"Hendley Circle, Inc.",Burbank Housing Management Corporation,Sonoma,95404,27.000000000000000,0.000000000000000, ,, ,, , , ,2-Low,2-Low,9.0,5/21/2022,CA-1990-066,CA-1990-066,27,Single Room,New Construction,Extended,05/28/2007,05/28/1992, , , , , , , , ,0,27.000000000000000,1.000000000000000,0.000000000000000, ,2,Large/Medium Nonprofit,38.426620999999997,-122.702710999999990,06097151401
630,1,630,1630.000000000000000,TCAC,TCAC,Candlestick Heights,833 Jamestown Avenue,San Francisco,"New Jamestown Developers, LLC","C&C Affordable Management, LLC",San Francisco,94124,196.000000000000000,0.000000000000000, ,, ,, , , ,1-Very Low,1-Very Low,55.0,12/17/2068,CA-2012-870,CA-2012-870,194,Large Family,New Construction,Preliminary Reservation, ,12/31/2013, , , , , , , , ,0,194.000000000000000,3.000000000000000,0.000000000000000, ,1,Unknown,37.716714000000003,-122.390529000000000,06075061000
631,1,631,1631.000000000000000,TCAC,TCAC,Villa Solera Apartment Homes,1385 Lucretia Avenue,San Jose,"JSM Enterprises, Inc.",California Management Company LLC,Santa Clara,95122,100.000000000000000,0.000000000000000, ,, ,,Nonprofit, , ,1-Very Low,1-Very Low,46.0,3/6/2059,CA-2003-804,CA-2003-804,99,Large Family,New Construction,Placed In Service,03/19/2019,03/19/2004, , , , , , , , ,0,99.000000000000000,2.000000000000000,0.000000000000000, ,1,Small Nonprofit,37.326172000000000,-121.853509000000000,06085503105
632,1,632,1632.000000000000000,TCAC,TCAC,Terramina Square Family Apartments,410 North White Road,San Jose,JSM Enterprises,California Management Company LLC,Santa Clara,95127,157.000000000000000,0.000000000000000, ,, ,,Joint Venture, , ,1-Very Low,1-Very Low,45.0,7/21/2058,CA-2001-888,CA-2001-888,156,Large Family,New Construction,Placed In Service,08/04/2018,08/04/2003, , , , , , , , ,0,156.000000000000000,3.000000000000000,0.000000000000000, ,1,Joint Venture,37.376798000000001,-121.836890999999990,06085503802
633,1,633,1633.000000000000000,TCAC,TCAC,Villa Torre Family Apartments - Phase 2,985 South Sixth Street,San Jose,JSM Enterprises,California Management Company LLC,Santa Clara,95112,88.000000000000000,0.000000000000000, ,, ,,Joint Venture, , ,1-Very Low,1-Very Low,45.0,7/1/2058,CA-2001-861,CA-2001-861,87,Large Family,New Construction,Placed In Service,07/15/2018,07/15/2003, , , , , , , , ,0,87.000000000000000,2.000000000000000,0.000000000000000, ,1,Joint Venture,37.323999000000001,-121.874315000000000,06085503112
634,1,634,1634.000000000000000,TCAC,TCAC,Quail Hills,1260 Piedmont Road,San Jose,"Piedmont & Sierra Associates, L.P",California Management Company LLC,Santa Clara,95132,96.000000000000000,0.000000000000000, ,, ,, , , ,2-Low,2-Low,18.0,5/17/2031,CA-1999-247,CA-1999-247,76,Senior,New Construction,Placed In Service,05/24/2016,05/24/2001, , , , , , , , ,0,76.000000000000000,2.000000000000000,0.000000000000000, ,2,Unknown,37.398674999999997,-121.846445000000000,06085504307
635,1,635,1635.000000000000000,TCAC,TCAC,Sienna Senior Apartments,1498 Almaden Road,San Jose, ,California Management Company LLC,Santa Clara,95125,140.000000000000000,0.000000000000000, ,, ,,Joint Venture, , ,2-Low,2-Low,16.0,9/22/2029,CA-2000-877,CA-2000-877,139,Senior,New Construction,Placed In Service,09/30/2014,09/30/1999, , , , , , , , ,0,139.000000000000000,3.000000000000000,0.000000000000000, ,2,Joint Venture,37.311903999999998,-121.878338000000000,06085503121
636,1,636,1636.000000000000000,TCAC,TCAC,Villa Torre Family Apartments - Phase I,955 South Sixth Street,San Jose, ,California Management Company LLC,Santa Clara,95112,103.000000000000000,0.000000000000000, ,, ,,Joint Venture, , ,2-Low,2-Low,19.0,2/8/2032,CA-2000-859,CA-2000-859,102,Large Family,New Construction,Placed In Service,02/15/2017,02/15/2002, , , , , , , , ,0,102.000000000000000,3.000000000000000,0.000000000000000, ,2,Joint Venture,37.324344000000004,-121.874574000000000,06085503112
637,1,637,1637.000000000000000,TCAC,TCAC,La Fenetre Apartments,705 Northrup Street,San Jose, ,California Management Company LLC,Santa Clara,95126,50.000000000000000,0.000000000000000, ,, ,, , , ,3-Mod,3-Mod,12.0,11/22/2025,CA-1993-156,CA-1993-156,50,Large Family,New Construction,Placed In Service,11/30/2010,11/30/1995, , , , , , , , ,0,50.000000000000000,2.000000000000000,0.000000000000000, ,3,Unknown,37.316679999999998,-121.908198000000000,06085501900
638,1,638,1638.000000000000000,TCAC,TCAC,Las Ventanas Apartments,1800 Evans Lane,San Jose,Montalvo Associates,"California Management Company, LLC",Santa Clara,95125,239.000000000000000,0.000000000000000, ,, ,,Nonprofit, , ,1-Very Low,1-Very Low,46.0,11/25/2059,CA-2002-894,CA-2002-894,236,Large Family,New Construction,Placed In Service,12/08/2019,12/08/2004, , , , , , , , ,0,236.000000000000000,3.000000000000000,0.000000000000000, ,1,Small Nonprofit,37.300283999999998,-121.876930000000000,06085503123
639,1,639,1639.000000000000000,TCAC,TCAC,Le Mirador Senior Apartments,1191 Coleman Road,San Jose, ,"California Management Company, LLC",Santa Clara,951200000,141.000000000000000,0.000000000000000, ,, ,,Joint Venture, , ,2-Low,2-Low,16.0,8/1/2029,CA-2000-876,CA-2000-876,140,Senior,New Construction,Placed In Service,08/09/2014,08/09/1999, , , , , , , , ,0,140.000000000000000,3.000000000000000,0.000000000000000, ,2,Joint Venture,37.242440000000002,-121.878536999999990,06085511915
640,1,640,1640.000000000000000,TCAC,TCAC,Miranda Villa,2094 Forest Ave,San Jose,JSM Enterprises Inc.,"California Management Company, LLC",Santa Clara,95128,109.000000000000000,0.000000000000000, ,, ,, , , ,3-Mod,3-Mod,13.0,1/23/2026,CA-1993-157,CA-1993-157,108,Senior,New Construction,Placed In Service,01/31/2011,01/31/1996, , , , , , , , ,0,108.000000000000000,3.000000000000000,0.000000000000000, ,3,Unknown,37.327044000000001,-121.936400000000010,06085502001
641,1,641,1641.000000000000000,TCAC,TCAC,The Grove at Sunset Court,210 Sunset Court,Brentwood,Meta Housing Corp.,Cambridge Real Estate Services,Contra Costa,94513,54.000000000000000,0.000000000000000, ,, ,, , , ,1-Very Low,1-Very Low,55.0,12/17/2068,CA-2011-141,CA-2011-141,53,Large Family,New Construction,Preliminary Reservation, ,12/31/2013, , , , , , , , ,0,53.000000000000000,2.000000000000000,0.000000000000000, ,1,Profit Motivated,37.952675999999997,-121.695561000000000,06013303103
642,1,642,1642.000000000000000,TCAC,TCAC,Dolores Lia Apartments,1275 El Camino Real,Millbrae,Pacific West Communities Inc.,Cambridge Real Estate Services,San Mateo,94030,27.000000000000000,0.000000000000000, ,, ,, , , ,1-Very Low,1-Very Low,55.0,12/17/2068,CA-2011-889,CA-2011-889,26,Large Family,New Construction,Preliminary Reservation, ,12/31/2013, , , , , , , , ,0,26.000000000000000,1.000000000000000,0.000000000000000, ,1,Unknown,37.608257999999999,-122.399807000000000,06081604400
643,1,643,1643.000000000000000,TCAC,TCAC,Marsh Creek Apartments,7251 Brentwood Blvd.,Brentwood,Cascade Housing Association,"Cambridge Real Estate Services, Inc.",Contra Costa,94513,126.000000000000000,0.000000000000000, ,, ,, , , ,3-Mod,3-Mod,14.0,9/13/2027,CA-1995-066,CA-1995-066,126,Large Family,New Construction,Placed In Service,09/20/2012,09/20/1997, , , , , , , , ,0,126.000000000000000,3.000000000000000,0.000000000000000, ,3,Unknown,37.950197000000003,-121.696116000000000,06013303102
644,1,644,1644.000000000000000,TCAC,TCAC,Valley Glen Apartments,1550 Valley Glen Dr,Dixon,"Pacific West Communities, Inc","Cambridge Real Estate Services, Inc.",Solano,95620,59.000000000000000,0.000000000000000, ,, ,, , , ,1-Very Low,1-Very Low,55.0,12/17/2068,CA-2012-052,CA-2012-052,58,Large Family,New Construction,Preliminary Reservation, ,12/31/2013, , , , , , , , ,0,58.000000000000000,2.000000000000000,0.000000000000000, ,1,Unknown,38.431964999999998,-121.832517000000000,06095253402
645,1,645,1645.000000000000000,TCAC,TCAC,Rich Sorro Commons,150 Berry Street,San Francisco,Mission Housing Development Corp.,Caritas Management Corporation,San Francisco,94107,100.000000000000000,0.000000000000000, ,, ,,Joint Venture, , ,1-Very Low,1-Very Low,44.0,5/10/2057,CA-2002-858,CA-2002-858,99,Large Family,New Construction,Placed In Service,05/24/2017,05/24/2002, , , , , , , , ,0,99.000000000000000,2.000000000000000,0.000000000000000, ,1,Large/Medium Nonprofit,37.776539000000000,-122.392383000000000,06075060700
646,1,646,1646.000000000000000,TCAC,TCAC,275 10th Street Supportive Housing,275 10th Street,San Francisco,Episcopal Community Services of San Francisco,Caritas Management Corporation,San Francisco,94103,135.000000000000000,0.000000000000000, ,, ,,Nonprofit, , ,1-Very Low,1-Very Low,55.0,12/17/2068,CA-2007-882,CA-2007-882,134,Single Room,New Construction,Preliminary Reservation, ,12/31/2013, , , , , , , , ,0,134.000000000000000,3.000000000000000,0.000000000000000, ,1,Large/Medium Nonprofit,37.773190999999997,-122.413276000000000,06075017802
647,1,647,1647.000000000000000,TCAC,TCAC,Good Samaritan Family Apartments,1290 Potrero Avenue,San Francisco,Mission Housing Development Corp.,Caritas Management Corporation,San Francisco,94110,20.000000000000000,0.000000000000000, ,, ,, , , ,2-Low,2-Low,14.0,2/6/2027,CA-1995-047,CA-1995-047,19,Large Family,New Construction,Placed In Service,02/13/2012,02/13/1997, , , , , , , , ,0,19.000000000000000,1.000000000000000,0.000000000000000, ,2,Large/Medium Nonprofit,37.751849000000000,-122.406216000000000,06075022903
648,1,648,1648.000000000000000,TCAC,TCAC,Mission Capp Apartments (Leandro Soto Apts.),2155 Mission Street,San Francisco,Mission-Capp Limited Partnership,Caritas Management Corporation,San Francisco,94110,48.000000000000000,0.000000000000000, ,, ,, , , ,2-Low,2-Low,-7.0,8/16/2006,CA-1989-077,CA-1989-077,48,Large Family, ,Compliance Period Ended,08/16/2006,08/16/1991, , , , , , , , ,0,48.000000000000000,1.000000000000000,0.000000000000000, ,2,Large/Medium Nonprofit,37.762447000000002,-122.419422000000000,06075020800
649,1,649,1649.000000000000000,TCAC,TCAC,The Altamont Hotel,3048 16th Street,San Francisco,Mission Housing Development Corp.,Caritas Management Corporation,San Francisco,94103,88.000000000000000,0.000000000000000, ,, ,, , , ,2-Low,2-Low,13.0,6/29/2026,CA-1994-167,CA-1994-167,88,Single Room,Acquisition/Rehab,Placed In Service,07/06/2011,07/06/1996, , , , , , , , ,0,88.000000000000000,2.000000000000000,0.000000000000000, ,2,Large/Medium Nonprofit,37.764992999999997,-122.420646000000000,06075020100
650,1,650,1650.000000000000000,TCAC,TCAC,Maria Alicia,3090 16th Street,San Francisco,Maria Alicia Inc.,Caritas Management Corporation,San Francisco,94103,20.000000000000000,0.000000000000000, ,, ,, , , ,2-Low,2-Low,-9.0,8/4/2004,CA-1989-045,CA-1989-045,20,Large Family, ,Extended,08/04/2004,08/04/1989, , , , , , , , ,0,20.000000000000000,1.000000000000000,0.000000000000000, ,2,Small Nonprofit,37.764932000000002,-122.421649000000000,06075020100
